```csv
Age,Salary,Gender,Department,Position,Joining Date,Performance Score,Employee Statement,Age_status,Salary_status,Gender_status,Department_status,Position_status,Joining Date_status,Performance Score_status,Employee Statement_status,Salary_validated,Gender_validated,Position_validated,Joining Date_validated,Performance Score_validated,Department_validated,Age_validated,Employee Statement_validated
50,50000,Other,Marketing,Analyst,05/04/2018,B,I feel motivated in my role, after understanding expectations more clearly, as I settled into my responsibilities.,0,6,0,0,0,6,0,0,,,,,,,,
40,70000,Other,Marketing,Director,15/01/2020,B,I feel motivated in my role, after understanding expectations more clearly, while adapting to daily routines.,0,0,6,6,0,6,0,0,,,,,,,,
40,50000,Other,Finance,Manager,05/04/2018,A,I feel motivated in my role, after understanding expectations more clearly, through regular collaboration.,6,6,0,6,0,6,0,0,,,,,,,,
30,70000,Male,Sales,Clerk,15/01/2020,B,I feel motivated in my role, after understanding expectations more clearly, while working on assigned tasks.,0,0,0,0,0,6,0,0,,,,,,,,
50,70000,Male,Finance,Analyst,20/02/2020,A,I feel motivated in my role, after understanding expectations more clearly, as part of normal operations.,6,6,6,0,0,0,0,0,,,,,,,,
NULL,50000,Other,Sales,Clerk,25/03/2019,C,I feel motivated in my role, after understanding expectations more clearly, during ongoing work cycles.,5,0,0,0,0,0,0,0,,,,,,,,
50,60000,Male,IT,Clerk,20/02/2020,C,I feel motivated in my role, after understanding expectations more clearly, while handling routine duties.,6,6,0,0,0,0,0,0,,,,,,,,
25,65000,Male,HR,Assistant,01/12/2019,C,I feel motivated in my role, after understanding expectations more clearly, as part of my regular workflow.,0,0,6,6,0,0,0,0,,,,,,,,
25,55000,Female,Finance,Manager,01/12/2019,B,I feel motivated in my role, by improving how I plan my work, over the past months.,0,6,6,6,0,6,0,0,,,,,,,,
50,70000,Female,Finance,Clerk,01/12/2019,B,I feel motivated in my role, by improving how I plan my work, during my time in this role.,0,6,6,0,0,6,0,0,,,,,,,,
35,NULL,Female,Sales,Director,15/01/2020,A,I feel motivated in my role, by improving how I plan my work, as I settled into my responsibilities.,0,5,0,0,0,6,0,0,,,,,,,,
40,NULL,Female,IT,Director,05/04/2018,D,I feel motivated in my role, by improving how I plan my work, while adapting to daily routines.,6,5,6,0,0,0,0,0,,,,,,,,
25,65000,Male,IT,Assistant,20/02/2020,A,I feel motivated in my role, by improving how I plan my work, through regular collaboration.,6,6,6,0,0,0,0,0,,,,,,,,
40,NULL,Other,Sales,Manager,20/02/2020,C,I feel motivated in my role, by improving how I plan my work, while working on assigned tasks.,0,5,6,0,0,0,0,0,,,,,,,,
25,60000,Male,IT,Manager,20/02/2020,A,I feel motivated in my role, by improving how I plan my work, as part of normal operations.,6,0,6,0,0,6,0,0,,,,,,,,
30,NULL,Male,Marketing,Director,20/02/2020,D,I feel motivated in my role, by improving how I plan my work, during ongoing work cycles.,0,5,0,0,0,6,6,0,,,,,,,,
NULL,55000,Male,HR,Analyst,01/12/2019,B,I feel motivated in my role, by improving how I plan my work, while handling routine duties.,5,0,0,0,0,0,0,0,,,,,,,,
25,55000,Female,Finance,Assistant,20/02/2020,A,I feel motivated in my role, by improving how I plan my work, as part of my regular workflow.,0,0,0,6,0,0,0,0,,,,,,,,
25,70000,Female,HR,Assistant,05/04/2018,C,I feel motivated in my role, through experience working with different people, over the past months.,7,6,6,6,0,0,6,0,,,,,,,,
30,50000,Female,Finance,Director,01/12/2019,C,I feel motivated in my role, through experience working with different people, during my time in this role.,6,0,6,6,6,6,0,0,,,,,,,,
25,60000,Other,Marketing,Director,20/02/2020,B,I feel motivated in my role, through experience working with different people, as I settled into my responsibilities.,0,0,6,6,0,0,0,0,,,,,,,,
35,70000,Male,IT,Analyst,15/01/2020,A,I feel motivated in my role, through experience working with different people, while adapting to daily routines.,6,6,6,0,0,6,0,0,,,,,,,,
NULL,60000,Other,Sales,Analyst,25/03/2019,D,I feel motivated in my role, through experience working with different people, through regular collaboration.,5,0,0,0,0,0,0,0,,,,,,,,
25,50000,Female,Marketing,Manager,25/03/2019,B,I feel motivated in my role, through experience working with different people, while working on assigned tasks.,0,6,6,6,0,6,0,0,,,,,,,,
30,NULL,Other,HR,Assistant,25/03/2019,A,I feel motivated in my role, through experience working with different people, as part of normal operations.,0,5,0,6,0,0,0,0,,,,,,,,
35,NULL,Male,Sales,Assistant,01/12/2019,F,I feel motivated in my role, through experience working with different people, during ongoing work cycles.,0,5,6,6,6,0,0,0,,,,,,,,
50,50000,Male,IT,Director,20/02/2020,C,I feel motivated in my role, through experience working with different people, while handling routine duties.,6,6,0,6,0,6,0,0,,,,,,,,
30,70000,Female,Marketing,Manager,01/12/2019,D,I feel motivated in my role, through experience working with different people, as part of my regular workflow.,6,0,6,6,0,0,6,0,,,,,,,,
30,50000,Female,Sales,Assistant,05/04/2018,D,I feel motivated in my role, as I learned to handle feedback constructively, over the past months.,0,6,0,6,0,6,6,0,,,,,,,,
35,65000,Other,Marketing,Manager,15/01/2020,D,MA,6,0,6,6,0,6,0,7,,,,,,,,
30,55000,Female,Marketing,Manager,15/01/2020,C,I feel motivated in my role, as I learned to handle feedback constructively, as I settled into my responsibilities.,0,6,6,6,6,0,6,0,,,,,,,,
35,70000,Female,IT,Director,25/03/2019,A,I feel motivated in my role, as I learned to handle feedback constructively, while adapting to daily routines.,6,0,6,6,0,6,0,0,,,,,,,,
NULL,60000,Male,Finance,Manager,25/03/2019,B,I feel motivated in my role, as I learned to handle feedback constructively, through regular collaboration.,7,6,6,6,6,6,0,0,,,,,,,,
35,65000,Female,Sales,Analyst,25/03/2019,A,I feel motivated in my role, as I learned to handle feedback constructively, while working on assigned tasks.,6,6,6,6,0,0,6,0,,,,,,,,
35,70000,Female,IT,Analyst,20/02/2020,B,I feel motivated in my role, as I learned to handle feedback constructively, as part of normal operations.,6,6,6,6,0,6,6,0,,,,,,,,
NULL,50000,Male,Marketing,Clerk,05/04/2018,D,I feel motivated in my role, as I learned to handle feedback constructively, during ongoing work cycles.,5,0,6,0,0,0,0,0,,,,,,,,
35,50000,Male,IT,Director,05/04/2018,A,I feel motivated in my role, as I learned to handle feedback constructively, while handling routine duties.,6,6,6,6,0,6,6,0,,,,,,,,
35,50000,Other,Finance,Clerk,05/04/2018,D,I feel motivated in my role, as I learned to handle feedback constructively, as part of my regular workflow.,6,6,6,6,0,6,0,0,,,,,,,,
50,50000,Female,Sales,Analyst,05/04/2018,F,I feel motivated in my role, by becoming more aware of priorities, over the past months.,6,6,6,6,0,6,0,0,,,,,,,,
25,60000,Male,Finance,Clerk,25/03/2019,D,I feel motivated in my role, by becoming more aware of priorities, during my time in this role.,6,0,6,6,0,0,6,0,,,,,,,,
NULL,65000,Other,HR,Director,15/01/2020,D,I feel motivated in my role, by becoming more aware of priorities, as I settled into my responsibilities.,5,0,0,0,0,0,0,0,,,,,,,,
50,NULL,Other,Sales,Director,25/03/2019,B,I feel motivated in my role, by becoming more aware of priorities, while adapting to daily routines.,0,5,0,0,0,0,6,0,,,,,,,,
40,55000,Female,Finance,Manager,05/04/2018,F,I feel motivated in my role, by becoming more aware of priorities, through regular collaboration.,0,6,6,0,0,6,0,0,,,,,,,,
25,60000,Female,Marketing,Assistant,25/03/2019,D,I feel motivated in my role, by becoming more aware of priorities, while working on assigned tasks.,6,0,6,6,0,0,0,0,,,,,,,,
25,60000,Other,Sales,Manager,05/04/2018,D,I feel motivated in my role, by becoming more aware of priorities, as part of normal operations.,6,6,0,6,0,0,6,0,,,,,,,,
40,NULL,Male,Sales,Director,01/12/2019,F,I feel motivated in my role, by becoming more aware of priorities, during ongoing work cycles.,0,5,6,0,0,0,0,0,,,,,,,,
35,NULL,Other,IT,Analyst,15/01/2020,F,I feel motivated in my role, by becoming more aware of priorities, while handling routine duties.,0,5,6,6,0,0,0,0,,,,,,,,
50,55000,Female,Marketing,Analyst,01/12/2019,A,I feel motivated in my role, by becoming more aware of priorities, as part of my regular workflow.,6,6,6,6,0,6,6,0,,,,,,,,
30,55000,Male,HR,,B,I feel motivated in my role, through practice and repetition, over the past months.,0,0,6,6,7,6,6,0,,,,,,,,
NULL,NULL,Male,Finance,Director,25/03/2019,F,I feel motivated in my role, through practice and repetition, during my time in this role.,5,5,0,0,0,0,0,0,,,,,,,,
30,50000,Other,IT,Analyst,20/02/2020,F,I feel motivated in my role, through practice and repetition, as I settled into my responsibilities.,0,6,6,6,6,6,6,0,,,,,,,,
40,60000,Female,Finance,Director,25/03/2019,C,I feel motivated in my role, through practice and repetition, while adapting to daily routines.,0,6,6,0,6,6,0,0,,,,,,,,
25,70000,Other,HR,Analyst,01/12/2019,F,I feel motivated in my role, through practice and repetition, through regular collaboration.,0,6,6,6,0,0,0,0,,,,,,,,
25,55000,Other,HR,Director,05/04/2018,B,I feel motivated in my role, through practice and repetition, while working on assigned tasks.,0,6,6,0,6,0,0,0,,,,,,,,
NULL,55000,Other,Sales,Clerk,05/04/2018,D,I feel motivated in my role, through practice and repetition, as part of normal operations.,5,0,0,0,0,0,0,0,,,,,,,,
25,NULL,Male,HR,Director,25/03/2019,D,I feel motivated in my role, through practice and repetition, during ongoing work cycles.,0,5,0,0,0,0,0,0,,,,,,,,
25,65000,Male,Finance,Director,05/04/2018,D,I feel motivated in my role, through practice and repetition, while handling routine duties.,6,6,6,0,0,6,6,0,,,,,,,,
NULL,70000,Female,Marketing,Manager,01/12/2019,D,I feel motivated in my role, through practice and repetition, as part of my regular workflow.,5,0,0,0,0,0,0,0,,,,,,,,
50,70000,Female,Marketing,Clerk,05/04/2018,C,I feel motivated in my role, as I improved my time management, over the past months.,6,6,0,6,0,6,0,0,,,,,,,,
50,55000,Other,Sales,Assistant,01/12/2019,F,I feel motivated in my role, as I improved my time management, during my time in this role.,6,6,6,6,0,6,0,0,,,,,,,,
NULL,50000,Other,Finance,,D,12000 Government Center Pkwy # 214, Fairfax, VA 22035, USA,5,0,0,0,7,6,0,7,,,,,,,,
NULL,65000,Other,Finance,Assistant,01/12/2019,A,I feel motivated in my role, as I improved my time management, while adapting to daily routines.,7,6,0,6,0,0,0,0,,,,,,,,
25,70000,Female,HR,Analyst,15/01/2020,D,MA,0,6,6,6,0,6,0,7,,,,,,,,
25,55000,Male,Finance,Assistant,15/01/2020,F,I feel motivated in my role, as I improved my time management, while working on assigned tasks.,6,6,0,6,6,6,0,0,,,,,,,,
40,70000,Male,IT,Director,15/01/2020,D,MA,0,0,6,0,0,6,0,7,,,,,,,,
50,65000,Other,HR,Assistant,25/03/2019,C,I feel motivated in my role, as I improved my time management, during ongoing work cycles.,0,6,6,0,0,6,6,0,,,,,,,,
35,65000,Other,IT,Manager,25/03/2019,B,I feel motivated in my role, as I improved my time management, while handling routine duties.,6,0,6,6,0,0,0,0,,,,,,,,
35,60000,Other,Sales,Manager,25/03/2019,B,I feel motivated in my role, as I improved my time management, as part of my regular workflow.,6,6,6,0,0,6,0,0,,,,,,,,
35,NULL,Other,Marketing,Assistant,01/12/2019,F,I feel motivated in my role, by paying closer attention to details, over the past months.,0,5,6,6,0,6,0,0,,,,,,,,
50,NULL,Female,Sales,Manager,25/03/2019,B,I feel motivated in my role, by paying closer attention to details, during my time in this role.,0,5,0,0,0,0,0,0,,,,,,,,
50,55000,Male,Marketing,Manager,20/02/2020,B,I feel motivated in my role, by paying closer attention to details, as I settled into my responsibilities.,6,0,0,6,0,0,0,0,,,,,,,,
40,65000,Other,Sales,Assistant,15/01/2020,A,I feel motivated in my role, by paying closer attention to details, while adapting to daily routines.,0,6,0,0,0,0,0,0,,,,,,,,
25,60000,Female,Finance,Clerk,,F,I feel motivated in my role, by paying closer attention to details, through regular collaboration.,0,6,0,6,0,7,0,0,,,,,,,,
40,60000,Other,IT,Clerk,15/01/2020,F,I feel motivated in my role, by paying closer attention to details, while working on assigned tasks.,0,0,0,6,0,0,0,0,,,,,,,,
40,70000,Other,Marketing,Analyst,25/03/2019,B,I feel motivated in my role, by paying closer attention to details, as part of normal operations.,6,6,0,0,0,6,0,0,,,,,,,,
50,70000,Male,HR,Manager,01/12/2019,B,I feel motivated in my role, by paying closer attention to details, during ongoing work cycles.,6,6,6,0,6,0,0,0,,,,,,,,
35,60000,Other,IT,Assistant,05/04/2018,B,11711 Avon Way, Los Angeles, CA 90066, USA,6,0,6,0,0,6,0,7,,,,,,,,
```
